,AL,CA,CO,CT,DE,IL,KY,MD,MI,MN,NJ,NY,OH,OR,WV
2021-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-13,8.573562726969532,11.100000000000211,13.745136769109461,12.026932504070999,10.874633220167544,10.19692032007723,7.359193636226596,15.852646786802872,9.793578805148275,12.39065051636805,8.315516826283554,8.68350210646805,7.609835272816972,10.201530800511351,11.343220634183476
2021-05-14,8.761091522623042,11.200000000000216,14.13411144266994,12.366162427359342,11.165929943905649,10.47498449755507,7.555587776833879,16.529550063766,10.195242753950552,12.630239647638936,8.63354732192514,8.912237377543626,7.747443564945595,10.376153854224693,11.631463633098372
2021-05-15,9.319132100271434,11.200000000000234,15.243885132572439,13.30229482419272,12.109288189634553,11.287643800281634,8.060398846575193,17.924953918808022,11.235963132204716,13.566497583402754,9.48763776357163,9.662467402557692,8.182732028269525,10.997556779129894,12.618520720265183
2021-05-16,9.970603169816552,11.200000000000255,16.18889128710228,14.155012762578465,13.062436804145108,12.17759394467054,8.774355631690693,18.84801180716299,12.34817913668487,14.738319949398718,10.08072249951144,10.427887396813258,9.088913053783891,11.987749802650775,13.934679454709011
2021-05-17,10.794054202916689,11.200000000000289,17.553550021958447,16.607420062438642,14.33761310114983,13.52592399602837,9.256817892441354,22.451218655852017,13.37476437466424,16.299396725331142,11.97718343527653,11.185023772680236,9.8641233329303,12.793033164915123,14.976534378708786
2021-05-18,11.389761892726915,14.300000000000304,18.328369541989396,17.55555535602238,15.083532721470753,14.270490743489681,10.003604274973414,23.832346978440302,14.17442763022918,17.176540818576107,12.555562317668642,11.85264965460483,10.391758899261939,13.483193920622638,15.72227637831951
2021-05-19,12.040868374131806,15.100000000000326,19.970069916216577,18.638335882533664,15.865587932460693,15.255200031042493,10.512457685163916,25.5646423259498,14.937407228268645,18.237157158049758,13.384419049614511,12.54040758407523,11.116301118131707,14.179834496146412,16.808435929515568
2021-05-20,13.28699865893745,16.400000000000347,21.634572383857048,20.263128760661633,17.234580849308852,16.548545473387627,11.45718637563439,27.66407583837082,16.25922570350925,19.860227346728543,14.459620984973368,13.669553899971335,12.051161762100065,15.75731303194394,17.938434742966297
2021-05-21,14.548838325400691,17.40000000000038,23.82298440097305,21.731319041677573,18.451617841350167,17.82155691335817,12.385896703093342,30.338135728745502,17.327576968316986,21.559061549185422,15.453408896754441,14.655165185203735,13.11087599282058,17.358210809634723,19.055950084119747
2021-05-22,15.289725720930267,18.7000000000004,25.20964954298565,24.071704584756755,20.18124400700964,19.317640640129472,13.225370725152485,33.05718478966875,18.72422800643282,23.802455619700343,16.714091732984855,15.852032235983733,14.05595360989915,18.226666228254775,20.42110359825684
2021-05-23,16.266426236450823,18.700000000000415,26.586763567166415,25.339842802437175,21.266221150372882,20.271495543704685,13.884535573416061,35.52352247239627,19.48920102405641,25.258840179801165,17.243558294287578,16.510537657773874,14.658075641821638,19.496882709000747,21.235720373889407
2021-05-24,17.175480312897502,18.700000000000436,27.710729320296355,26.795622621918344,22.47260668772196,21.270214519556664,14.615832106106298,38.61359885932606,20.595075153713843,26.40741612289076,18.289261495731452,17.089524736042563,15.347465202980397,20.697484565715257,22.13670903638199
2021-05-25,17.48665562209205,20.700000000000443,28.467654466640823,27.67858514002657,22.92417992661581,21.922857618638062,15.26886990458438,39.596174379388685,21.01253238532323,27.15245316768053,18.772488088976115,17.57633810011671,15.685619109788524,20.943066884941494,22.7999733585317
2021-05-26,18.021360979559645,21.500000000000462,29.45774735745087,28.437850611215364,23.564382524177198,22.573426148812192,15.728788390936149,41.000231389342005,21.566327102538697,28.044590897109344,19.20591632724488,18.11058010235202,16.18651482307497,21.565624113179876,23.325418481726185
2021-05-27,18.52184990356423,21.500000000000473,30.26524405113637,29.255698993135592,24.340501247715626,23.171881354828216,16.181368860135784,41.97081788451387,22.25322146679606,28.888561632023617,19.685659359876812,18.62018045860678,16.647016046906675,22.203265168186142,23.95692403686367
2021-05-28,19.28459783333115,21.600000000000485,31.462197111202542,29.963687523353883,25.009690769557743,23.84840085700722,16.72308341779323,43.358289981140516,22.825276416370645,29.774555737825025,20.128325415195636,19.089976570967917,17.13919313937914,23.158631201567918,24.607799422887776
2021-05-29,20.006730097814714,21.600000000000502,32.58264613996017,31.174661203299465,25.644572623329328,24.61461112615022,17.19253045164804,44.86543542111317,23.459306708191463,30.786894758596592,20.996420127819466,19.616096167810124,17.641005612923028,23.964010786527417,25.142474384732516
2021-05-30,20.552776908286557,21.600000000000513,33.3044165057058,31.633248847657626,26.285570349182304,25.054531751962397,17.58641171559223,45.649316703963834,23.974942252367835,31.43011433228562,21.383661728284284,20.06027633135972,18.00564211949861,24.687106789630118,25.737075460236262
2021-05-31,20.707664572159153,22.700000000000514,33.67732770113771,32.17191325177894,26.745166491176395,25.433059490568894,17.718211237654018,46.71728318603158,24.308463368268463,31.852018635049316,21.874938311788892,20.52897106411032,18.1614005240316,24.816543928163245,26.065023438879244
2021-06-01,20.828831608234797,22.700000000000518,33.91453499702453,32.55820423620256,26.949699695512475,25.66677844297817,17.993279453767848,47.00470461493161,24.43481495369755,32.237030466227296,22.010764551150533,20.67953527969872,18.3264244808583,24.952720311999308,26.34282146719811
2021-06-02,20.96075934327821,22.70000000000052,34.26431481501559,32.80601080326273,27.169289721065578,25.8689078564196,18.190724886993312,47.12961852030302,24.729194592672396,32.54287601635784,22.168237127584767,20.88751978388769,18.462707690449683,25.0292816601857,26.595568727160536
2021-06-03,21.193968628243546,22.800000000000527,34.465448951894146,33.01269898796505,27.38838399080102,26.083245237699124,18.34440981758138,47.50199001284418,24.923118498960072,32.74466683258555,22.409889267947676,21.07972190775538,18.639666079971434,25.267021826730765,26.8343801985732
2021-06-04,21.579637331696155,22.800000000000534,35.2751411706032,33.47043157137928,27.726758590100246,26.51667378540239,18.680499779095115,48.048678003368245,25.279085392478674,33.36061556986689,22.66082194558274,21.58262878804738,18.937445118861426,25.7491852588771,27.211594569779443
2021-06-05,21.77325350145121,23.800000000000544,35.83068609298936,33.95990874036059,28.18758946993768,26.911510886593106,18.87084354856863,49.03725631917034,25.632556208465747,33.753450148602006,23.04022410662792,21.82101718007817,19.21275045691937,25.888214766482793,27.607494498183282
2021-06-06,22.201425207154678,23.80000000000056,36.7868166311522,34.71868840235983,28.829279479300506,27.48877017660884,19.221366385983234,49.60941404550213,26.129181944293176,34.66008831705211,23.515485999150844,22.50613078920999,19.582248398919265,26.47468290656704,28.338300526057914
2021-06-07,22.564344100792695,23.80000000000057,37.062122148740364,35.04479851853185,29.254638813593495,27.800022850851153,19.577020514370375,50.134200217178154,26.620746151561885,35.068643144348925,23.905864429793652,22.8507384159002,19.838927955096338,26.824094296992882,28.781585456517778
2021-06-08,22.93918765954453,24.70000000000057,37.923941483559844,35.5733664421392,29.557546096331485,28.26144751067308,20.13421459898537,50.6524521715004,26.906462046889708,35.65717464703911,24.209599327067846,23.325140012386036,20.15340898708472,27.291652019791385,29.173823771489985
2021-06-09,23.081320599115323,24.70000000000058,38.02964066422405,35.83878809075642,29.786996076307265,28.455039384305035,20.310068528969758,50.866954836222824,27.136757047935507,35.92897820940568,24.336339141628162,23.488139771566683,20.342944694913342,27.456307299252444,29.455054041652147
2021-06-10,23.395807597349922,24.700000000000582,38.53837152171886,36.22916243174593,30.121835788141833,28.776753904891258,20.551968911028524,51.34678344651031,27.3340506169871,36.36480086194988,24.64146441986761,23.752905996420235,20.68736012362457,27.841667159779618,29.726241748980208
2021-06-11,23.622084736095193,25.40000000000059,39.20019199411904,36.416879095663,30.276269772466083,29.02538803321697,20.714931905341032,51.79802154236106,27.52399492368548,36.58391944858282,24.874428104586087,23.962921157541277,20.778459655692437,28.069444982260112,29.970161348019122
2021-06-12,23.96522542998441,25.700000000000596,39.934533517373914,36.86781776045198,30.759981976646134,29.460942854749312,21.099508473104418,52.27721439263262,27.962405087575828,37.16369258422684,25.318745434927326,24.415911570854153,21.150750713672213,28.4935415411447,30.504830712024123
2021-06-13,24.38044665841581,25.7000000000006,40.49276585025947,37.2391615111538,31.132317038521247,29.772729423710683,21.398872507441325,52.810652513051174,28.27088576611478,37.5938317543071,25.6404751418208,24.70943349381068,21.46921424266203,29.019165951577154,30.77776027383652
2021-06-14,24.604577624032753,26.500000000000608,40.77322246076787,37.56014473272611,31.411761240511627,30.088187938833677,21.666653821604044,53.39221056590274,28.53084282335438,37.8754041524474,25.95944084788052,24.944483486586112,21.732638097908893,29.257718555089752,31.137720831186137
2021-06-15,24.94605462287898,27.500000000000615,41.35149953254777,37.9988468795771,31.689751404933062,30.493993245203782,21.953820680242327,53.949275815405755,28.78974245408482,38.30754044409433,26.203173439383487,25.24473928578956,21.93836746765168,29.642968323192118,31.398445136153413
2021-06-16,25.21168162706867,27.500000000000618,41.79131885283612,38.155947487849694,31.860117973583634,30.63893716129614,22.07554418296053,54.29758787679162,28.84727318144646,38.40152904599894,26.492527409236295,25.327913658442622,22.154840596262833,29.933116922561904,31.483112020472486
2021-06-17,25.610286556922187,28.100000000000627,42.231194080232655,38.68681962147926,32.45308656325397,31.134705959282552,22.520828946589326,54.87865942748777,29.426126235719483,39.04670158941275,26.855460987263946,26.063039591700615,22.46998681227294,30.426803385223423,32.233129146260495
2021-06-18,25.936274902491146,28.100000000000637,42.92239487469493,39.0407834480194,32.75756710162912,31.456730212953644,22.753690539943886,55.34210989069702,29.686049246632756,39.42977178720332,27.133846074315873,26.32957522194597,22.754621375580356,30.798334423489006,32.54780410464878
2021-06-19,26.16697291472964,28.100000000000644,43.28069522918492,39.35359589666818,33.0481061309076,31.74060244846292,22.998465672863407,55.78235083757768,29.957185860616228,39.81063779598595,27.401506614993327,26.548166163920214,23.003912299374473,31.07459644263065,32.86635984884974
2021-06-20,26.518824587278374,28.100000000000648,43.74414400077448,39.546905586475745,33.29023876928685,31.94617886203505,23.172551131429937,56.24014237637523,30.09037055449308,40.02169316603992,27.614354750288623,26.729604094851,23.233334020005824,31.509917374885102,33.06998834635268
2021-06-21,26.65455022031866,28.10000000000065,43.93155100007297,39.73499992945422,33.529777747123966,32.13536451901866,23.430500584340454,56.482406548228276,30.365604475693807,40.26328143698397,27.817944102701563,26.889366647077175,23.35961658572859,31.692588825374255,33.34239514217104
2021-06-22,26.77115829416897,29.800000000000654,44.215853834159084,40.06114301334536,33.710673269608186,32.35984992159442,23.565850992691814,56.62971049866682,30.507073286574744,40.513075531668676,27.92991598349613,27.290653869368725,23.476382802102904,31.79287979740151,33.53617470297814
2021-06-23,26.907618523476593,29.800000000000654,44.50856051642189,40.30199179543766,34.140540766988416,32.57057787299565,23.72116217720168,56.82966641568571,30.706661237791952,40.757028201240736,28.28773815690933,27.456926915638963,23.725669376151888,31.938262675323084,33.740719277891664
2021-06-24,27.19640205110126,30.40000000000066,44.96667104144476,40.78663631656307,34.43733338681403,32.860724734423606,23.906577406376634,57.13517930362024,30.937174087493833,41.17304892780388,28.567872800290964,27.681863644496463,23.981432949482233,32.29458582720241,33.99376863101924
2021-06-25,27.54841232728194,30.400000000000666,45.18761008107825,41.03715206495716,34.71422645550697,33.10120369461771,24.17782206124543,57.520265177585536,31.151126791931958,41.424398700594075,28.712593681968496,27.889545261828733,24.13848033531864,32.705788915604245,34.25724224926206
2021-06-26,27.78866765664437,30.400000000000674,45.48778829293978,41.2449720690833,35.008248649633884,33.349959939796896,24.34762913610536,57.81636723866305,31.381380417593203,41.66380883010866,29.108854607666576,28.151530661860722,24.41416367665661,33.053797027027386,34.58379644593281
2021-06-27,28.00189399487354,30.400000000000677,45.804232029724304,41.48624333424502,35.252383019457824,33.57238833316681,24.50456848255484,58.24703102915423,31.56687004016065,41.935554141745165,29.326588761193033,28.310770096609037,24.621625277937483,33.310239107062024,34.823613706662776
2021-06-28,28.146960659954622,30.40000000000068,46.10067356467093,41.72986284415492,35.489602426496084,33.7664100660993,24.725852928597323,58.51372607549953,31.74809336980636,42.18184356569659,29.612949391892318,28.48208510538277,24.811255607938072,33.48538571764675,35.050571565167964
2021-06-29,28.23391637578121,31.500000000000686,46.238814689617904,41.8847327456112,35.64245454477028,33.93330719105796,24.846143563113504,58.622081598273425,31.9099083682519,42.32403304440929,29.751992624271107,28.867629147748247,24.911837310279033,33.54910131742819,35.19420083004508
2021-06-30,28.67945745209446,31.700000000000717,46.621291732877914,42.4185565372375,35.908976772460626,34.414214332193644,25.067373606127767,58.95540967375879,32.09118161955564,42.51432623808147,29.963739525283643,29.11349399921802,25.82731490852242,34.12838495023636,35.406058274802
2021-07-01,28.909586666343237,32.10000000000073,46.96779223369471,42.69701944701874,36.217829540423786,34.70739256729083,25.379678703797957,59.194672996167746,32.3903675397761,42.866380650528164,30.212249090058396,29.45472680941211,26.060720976786854,34.376922743697364,35.91137296097806
2021-07-02,29.165517066923925,32.10000000000074,47.37268375457931,42.93360422386147,36.46993918599449,34.97573495410073,25.56689929100217,59.531908129999096,32.63791806297467,43.14143709125395,30.441114814635142,29.684979813359018,26.292285833243053,34.66292232306045,36.22749728575597
2021-07-03,29.436060355914186,32.10000000000075,47.68920439924354,43.147933003801285,36.67567717926722,35.232948168145136,25.78587055062232,59.81968765639514,32.85515514443519,43.37936603594374,30.631299524971634,29.968105305076246,26.655463622011908,35.03055067345167,36.45921638985819
2021-07-04,29.578939023639766,32.10000000000075,47.934910901086674,43.286028325303455,36.887127250523655,35.38272761400326,25.920471479374743,59.9540967553441,33.00277696454159,43.524656704894255,30.858080612109806,30.119736217742158,26.804470242193894,35.20796268176339,36.63344241023057
2021-07-05,29.630084613188895,32.100000000000755,48.06921359687845,43.49982554509263,36.98854033169055,35.50954387705992,25.970419609644374,60.1765597162421,33.050887271894304,43.73503775742276,30.993729359571674,30.224817104813745,26.921244707939355,35.293974711902386,36.70761898317708
2021-07-06,29.72816114826931,32.100000000000755,48.218126812609924,43.545003700146395,37.099091312440876,35.58338108982722,26.14774207618077,60.24803198116035,33.18395561838169,43.79490590520839,31.093822094550116,30.312607884567555,26.995573521961862,35.36556434358636,36.869146233831174
2021-07-07,29.853294244587527,32.90000000000075,48.3447994447576,43.60657574675487,37.15516298677919,35.67952549381837,26.26323485587189,60.33546404804248,33.249297033060714,43.85617914215284,31.16182004988071,30.479638683808837,27.037518442721215,35.429954085573534,36.96182603260787
2021-07-08,30.02240513591285,33.20000000000076,48.584606447022,43.851807577884244,37.384559684374764,35.89435306448703,26.462195423001138,60.55145873482084,33.496499004995265,44.096444209844705,31.401151422682418,30.704168400152774,27.19066830037248,35.581981273347864,37.168547920641274
2021-07-09,30.21092951900531,33.40000000000076,48.85107409166204,44.01294120719469,37.557625193310656,36.0751815764958,26.615813777535198,60.71672713396198,33.662912050406895,44.280003175185435,31.572927238317504,30.882492957149317,27.37258605505146,35.79446617640375,37.38725505280686
2021-07-10,30.38705475653113,33.70000000000078,49.06862852057062,44.1875762250615,37.776946608804586,36.261727516495455,26.79307939104332,60.968036384739,33.863673065387125,44.455208432019276,31.81083380701938,31.082892873401033,27.532016463411725,35.998501292973835,37.588835109911386
2021-07-11,30.588887338883886,33.70000000000078,49.287071434643345,44.318297097474044,37.932111671264465,36.427968922853076,26.9642776034043,61.173032231528964,34.02016851215764,44.61080749403079,31.962691943448444,31.236353130417562,27.72355077957016,36.23286584428794,37.81702548242349
2021-07-12,30.68376339079118,33.700000000000784,49.47449742170072,44.57412333803385,38.073643957777385,36.596011221544266,27.121318915922686,61.315719164958175,34.13948864368903,44.82551962431066,32.12181797081936,31.427598921880364,27.861480936687634,36.352074533637264,37.98303235084877
2021-07-13,30.812101434461123,33.90000000000078,49.66575672401263,44.711396323665404,38.21297416090285,36.72516477759697,27.2648049877268,61.46436413405564,34.26220413605935,44.98874476341641,32.265137492935565,31.57338061933604,27.960109195767284,36.45353976672163,38.11286598500232
2021-07-14,30.96809521722679,34.40000000000079,49.87261074430109,44.84730372022356,38.382006515056894,36.89242118138424,27.41044159653285,61.64636751985595,34.385253091901376,45.112378781844285,32.430491734317606,31.766936320241562,28.151071537908432,36.625097595653884,38.27917840714579
2021-07-15,31.19185067988357,34.800000000000786,50.17302251143109,45.02077896957267,38.590716554371525,37.102791561283496,27.621990087727298,61.858636492902825,34.63206350517256,45.33792681346752,32.65001498903,31.99520075729165,28.35200650920997,36.843886482817624,38.53668369541347
2021-07-16,31.438075935094748,35.2000000000008,50.452360258881036,45.305740814646974,38.79222471880267,37.34333579660807,27.842325128548065,62.08763548900362,34.83193102269042,45.581734380047024,32.872467506442,32.19546844651719,28.587656489861246,37.11932321267933,38.78217078252359
