,AL,CA,CO,CT,DE,IL,KY,MD,MI,MN,NJ,NY,OH,OR,WV
2021-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-13,10.615368310452455,13.753847255551333,12.02718455498498,14.944519723179567,10.878663351161576,9.557258814321287,7.466664843223548,14.569717414365801,8.975688982857566,10.575975989389114,13.919145294702227,8.559914691021541,6.532984172236455,14.409084590848915,11.45523390312609
2021-05-14,10.830463764960806,14.153359361697218,12.4488980222902,15.70806142741831,11.193350301100937,9.859776627410358,7.570763858478933,15.360053166071209,9.347771684574228,10.923876999464287,14.63812349697224,8.78375920175142,6.641658942033939,14.66118477754216,11.709453483844063
2021-05-15,11.47192698494663,15.317089594800674,13.689794019208405,17.497512875345144,12.106487655914371,10.712681523069861,7.950236822255203,17.0843359366226,10.18258941520807,11.956335880006732,16.349211656239465,9.45383389197723,7.007676914122871,15.566740628335609,12.64393571694515
2021-05-16,12.368894289165913,16.163099703431467,14.721795001064349,18.291647534120905,13.139431916056937,11.443309051730038,8.659862089114593,17.468068316092268,10.94478332065839,12.792658656768424,17.061345851018817,10.06979837032513,7.835699414679805,16.697876522765455,13.928706633639827
2021-05-17,13.250340905494909,18.579451659004967,16.161731495559636,20.678791000441088,14.389385180391052,12.49781425815783,9.199881951145116,18.52283784335779,11.621478147180525,13.866090246028406,18.53261913171015,10.82169787790902,8.410919602850745,18.092828214554046,14.971070999952849
2021-05-18,13.89125696551265,19.409128155782316,17.20534381458945,22.485922326772997,15.113780893057912,13.42805798687074,10.032830984663521,21.088036314798728,12.619516486432033,15.005473626892677,20.625995326418774,11.586959472229394,8.86900781452841,18.897314581417483,15.75823389097192
2021-05-19,14.823022662544098,20.55643210333382,18.587327915623657,24.451389933919902,15.94456207867688,14.269235563558894,10.57895056649239,22.749208067971267,13.312189869139932,15.91220901742648,22.33189341965636,12.210978508049058,9.424565332839073,19.94338373353299,16.853495598124113
2021-05-20,16.26416354721804,22.52788852559191,20.421793551736474,26.95648090342663,17.30004102746383,15.553789519852419,11.405717599572528,25.72898255041821,14.754964159319394,17.784609668597973,24.95971650342258,13.319162377205233,10.257119030594389,21.933540528310353,18.069041268975376
2021-05-21,17.902187101011474,24.620082010072377,22.47503572465014,30.05025399291271,18.47346703906926,16.815721843454178,12.379738183206564,29.371833243996306,16.19450446343826,19.657253505629015,28.252792958281713,14.281400650244246,11.10305496725548,24.261483803645376,19.228547526059067
2021-05-22,18.880447354885856,25.570767309204598,24.183679207944603,32.46635410103611,20.207907816895567,18.237101073980245,13.159368347621095,32.38693210406412,17.81194035425777,21.762020296465217,30.96283013332515,15.579003774999192,11.908870235128976,25.128135035144247,20.636190965845262
2021-05-23,20.040351674307704,27.28259244713926,25.318490948288183,33.36901767073032,21.287890458540115,18.990847793165436,13.898559750154904,32.865910283633696,18.732787183302552,22.826906335953694,31.607607670181828,16.21323971746443,12.359850079859937,27.221465820059674,21.381172466304168
2021-05-24,21.114801854168128,29.062792968438632,26.383856909336863,34.84031582559418,22.46686002044012,19.790377374896362,14.514295714969425,33.50968253821474,19.88067946510776,23.865763413320327,32.59560318983827,16.809303505804937,12.968277062079656,28.736695165100937,22.316146277828274
2021-05-25,21.493219703776422,29.564606256898468,27.441144553136375,37.105637695103916,22.931057911533028,20.726505651168598,15.373080522777228,37.056653446727225,20.63574790528654,25.093166142083412,35.383946498939174,17.477440508337814,13.206645945957574,29.222159959069792,23.031114241731903
2021-05-26,22.174224595084027,30.349155473260293,28.37764178226185,38.28925630913593,23.5616503576286,21.349554846826827,15.830470771397449,38.22090106998279,21.313973369284845,25.88852137149279,36.524313393290214,18.01840798268061,13.620888114299893,30.119506924599182,23.548464019276988
2021-05-27,22.79976856020565,31.034429133196017,29.219552698641486,39.25416232123627,24.316891771418685,21.927179435556756,16.252762812202075,39.450637320227806,22.034762768021665,26.725054558056307,37.56864494185614,18.502636851037842,14.01978164195006,30.97886339960185,24.145511364977963
2021-05-28,23.71183029267929,32.348436817121524,30.143149088928148,40.29401510889326,24.970211574735856,22.524554825021713,16.759815329215524,40.42084737724172,22.735547837211303,27.527525710474475,38.50505708088388,18.951805966980064,14.400115852609463,32.42330645614888,24.824976976332906
2021-05-29,24.525249989509728,33.72610351323594,31.42061619713962,41.92445388568099,25.59030735491942,23.203050391017225,17.233325712291908,41.722136553263155,23.255560478090246,28.417604803555005,39.87335769606468,19.355047320906397,14.791624116691215,33.62021726173448,25.3505660332389
2021-05-30,25.18267591413088,34.600343200806456,31.983367418629435,42.38130323571366,26.169749982148623,23.608698138967128,17.655621609039144,41.97881957506831,23.679179598623076,28.85820646363487,40.23705444910215,19.745641246056675,15.124425602024298,34.680344179534785,25.937598468234363
2021-05-31,25.37018672242057,35.03329245607422,32.29870700487143,42.886157177270235,26.58538516016534,24.02223050428368,17.802728604689037,42.17267401397143,23.982260003336716,29.180960793776734,40.58323321084921,20.355043443581017,15.2437426931072,34.93447207762351,26.26228985143671
2021-06-01,25.515048481452943,35.1529595428657,32.49113099687772,42.97815767033063,26.805873401692736,24.26305140877297,18.221604520614378,42.325767101557005,24.146136345521583,29.396148023463457,40.656215364732894,20.53324669017133,15.385330290879434,35.0764805418672,26.570280361812113
2021-06-02,25.657479923573863,35.21786791392469,32.91357525371134,43.62709467243507,27.042148177445267,24.520699905050357,18.32238341517607,43.33145867469027,24.48217263278749,29.828228444937725,41.4624712234451,20.760899158667065,15.493816196172295,35.20317270720294,26.84531472044718
2021-06-03,25.868791074560296,35.59175893304175,33.17640068360771,43.98907422373714,27.238330337816226,24.74031790262459,18.50100898430542,43.63083580181984,24.660019292542987,30.033374334620007,41.80823385710909,20.938837959778386,15.66260562139759,35.50118125664169,27.064939603114947
2021-06-04,26.350640700471555,36.200154054293826,33.887057832968125,44.50279865836563,27.602216931383794,25.16683803248081,18.865029843984143,44.10716822379807,25.02833074325809,30.532376879576837,42.22499115869656,21.429950784355942,15.885256173169818,36.26291440360442,27.41234264581529
2021-06-05,26.608471036187535,36.61387256393189,34.27650597443931,45.141087587776674,28.045382825703854,25.543496672221778,19.091596767728873,44.63793869869938,25.40620638233717,30.89270135396934,42.717362860912026,21.68908265374078,16.105596384114207,36.536364103959876,27.79258888853853
2021-06-06,27.29815646377673,37.26468435539378,34.951473976032844,45.84685376001345,28.636848479675578,26.05738398221458,19.426683040927283,45.09410794955505,25.77123773043832,31.42393689124477,43.317904928222106,22.428963321469727,16.37818942956939,37.309387106210956,28.655020127819068
2021-06-07,27.579851013190336,37.740595593268836,35.303805083642665,46.1225510943515,29.04507369480472,26.38239981119146,19.79436356701998,45.1921626787289,26.157622874418013,31.728114979687145,43.56958264456471,22.707331451821332,16.63182831338588,37.73879049904914,29.045931370596968
2021-06-08,28.083609997085322,38.17138699554274,36.03928076797745,46.9713396439814,29.350701008272566,26.933902616659115,20.32463306083673,46.360533979715825,26.630316219117187,32.33366301969319,44.44720451017775,23.27392058862578,16.90211913390133,38.308588845305714,29.54087545408251
2021-06-09,28.22220719978967,38.30211573658247,36.18294713555277,47.166177843024926,29.58380755155306,27.126291559232232,20.515434932620764,46.63976905005764,26.86686062037442,32.55600115368507,44.68214266059359,23.41928554037304,17.08670212783256,38.39793469048312,29.833815157902983
2021-06-10,28.616108432676995,38.76040586167,36.62215023523948,47.71887516345048,29.877014592873575,27.4198780514999,20.785095105600938,47.192534446380435,27.0925406105054,32.912670608333165,45.2119654959654,23.657104045304987,17.404541936261463,38.881774407996275,30.116682724352994
2021-06-11,28.920881013449424,39.2266028886271,37.12067963736832,48.14664323239238,30.01876578312666,27.66775850917916,20.952496417404422,47.39094279286103,27.230791237905795,33.08328004618315,45.45099153872524,23.851591807604272,17.431322979147826,39.38715850919937,30.32243656938001
2021-06-12,29.355384040054137,39.66535511614225,37.81401905798235,48.87517987795481,30.464112060840655,28.141349455178954,21.37536837804526,48.30974691972949,27.707735070746114,33.633706101524666,46.232828179836545,24.249640954894694,17.764313328985534,39.89986725079782,30.846625596848035
2021-06-13,29.82966308996933,40.25184012403774,38.305092184404934,49.315224187497314,30.79502745396318,28.448299200209437,21.67459017355962,48.727138838366386,28.043883939441155,34.040146219746774,46.64901641382745,24.498636376667896,18.076699366773987,40.606216419313725,31.110934528072466
2021-06-14,30.070364884878135,40.623678135331936,38.61044334259241,49.67191954525022,31.06001589021299,28.79465318008344,22.05862428617281,48.852285475520134,28.246402295947572,34.29129145891444,46.911093481204865,24.752406033454225,18.332459726913694,40.895453651115396,31.463644127075998
2021-06-15,30.45500792223623,41.1544119505067,39.134449618019524,50.299811672989115,31.324374394488714,29.24046274126303,22.28925828470183,49.5384765206614,28.847920718066714,34.706265272412544,47.49526666903757,25.09066083554534,18.490409850460846,41.499168386941435,31.75699480567068
2021-06-16,30.80481467188083,41.67329436283766,39.34272038861889,50.57984784114718,31.45733931367972,29.35217069164106,22.458236395678693,49.68864699963858,28.893471915257344,34.79156437615966,47.65454524221712,25.150916234012698,18.69427624047011,42.05370838180936,31.82301969900599
2021-06-17,31.19064063361397,42.12162365100784,39.92976383663852,51.15527106806357,32.0019632486991,29.92773364163503,22.89126963674833,50.21132557827175,29.42715765085457,35.259392616449674,48.20563738440934,25.958077648851624,19.01628028249948,42.49918604599493,32.62050883647112
2021-06-18,31.62643176586432,42.6304060340676,40.44931157165638,51.68544857009842,32.285828376387606,30.222640110421423,23.139603699718275,50.68286053088161,29.694474431432656,35.60306329444834,48.63610600510265,26.206516671269764,19.242605996221243,43.099018296860116,32.919882134036264
2021-06-19,31.906311626590494,42.94153179300442,40.79381823323852,52.13568239606009,32.57186790785848,30.492359148570408,23.399854695862647,51.15191897653966,30.004725401690752,35.97079934800144,49.12777785798495,26.37770441032092,19.471353393412524,43.401072883635976,33.245282134850875
2021-06-20,32.299801838502084,43.545579241709106,41.1070827696226,52.42643396274368,32.75983504300367,30.673951064741463,23.64267160842611,51.26785534897359,30.13298569333597,36.11125518349253,49.28301332792619,26.511048715991404,19.682185745574653,44.07222151860418,33.443949539278066
2021-06-21,32.470104234518764,43.765436452280056,41.3223746714642,52.63041022091703,32.99626346625687,30.90662153590844,23.944734520731295,51.40715880165824,30.345083407164275,36.31933556394176,49.48598343547523,26.651846898274705,19.79881356963745,44.31642944383372,33.70957981660143
2021-06-22,32.61761944070742,43.86770558224971,41.537536678230026,52.87230935751753,33.171378400065876,31.19926547237037,24.038298500806995,51.846350409384335,30.50057830179078,36.56050042092218,49.747698474214864,27.244107335153636,19.90139037512526,44.498841331398424,33.93045294488088
2021-06-23,32.80410453734577,44.01169751727347,41.7939859879124,53.11892296609568,33.52105442260454,31.377596921827372,24.189946970477465,52.05341160951219,30.680184111461013,36.84309928924042,49.96131843637169,27.37266356864181,20.182485666752836,44.67786456877684,34.130573745519634
2021-06-24,33.16815138352476,44.45440019470257,42.173773617771964,53.474102883108586,33.80903967104823,31.63897463866808,24.40236067912968,52.4798940802398,30.87319888405464,37.15373584846258,50.27644614140055,27.570393071950427,20.41149952860408,45.201372339407875,34.383514665078515
2021-06-25,33.474229072545384,44.94728983212615,42.44022250109369,53.71152140136903,34.057183970730605,31.855313112659683,24.665059853159963,52.66395985446501,31.132290774368773,37.38479549839938,50.45958141855083,27.750142333135493,20.569560994792905,45.707866382133766,34.65575319091895
2021-06-26,33.78920621604738,45.30414863336026,42.71620082432217,54.00990949111475,34.33911538043284,32.08628582930591,24.84345385320987,52.88525145117362,31.31057713244444,37.59353529809337,50.7596130003141,27.99552336752131,20.86641756498029,46.060437801365275,34.99147780798123
2021-06-27,34.0641881320603,45.64050775390577,42.97414221263997,54.25489809651823,34.57627932619214,32.272510699731846,25.0146895702945,53.00118782360754,31.500799107825316,37.8046533537767,50.94575740924925,28.13594072328943,21.065774537683158,46.424915182633384,35.21696760981975
2021-06-28,34.24043557088854,45.8430325557979,43.18529988669541,54.43752769055416,34.78658232424355,32.49961213499141,25.310049034261827,53.17685304707856,31.685642312516382,37.98670062830532,51.114721487691476,28.292321731128453,21.245057716620146,46.640993727124865,35.44461514161106
2021-06-29,34.32383605234077,45.89826901453933,43.31680971072151,54.606340355009294,34.93086760079766,32.748215611799665,25.371411386113397,53.404690582211195,31.82547834572055,38.15928770319764,51.31347888761649,28.84332585328533,21.345057716620143,46.70324477202674,35.611081301949625
2021-06-30,34.8059274519784,46.6569624681726,43.596856046889116,54.8631574199576,35.14589264775197,33.0218706167176,25.63520361942084,53.579419197259845,31.973771889117494,38.32931571709039,51.488290399118625,29.06951452099172,22.14368735161929,47.60256332171133,35.79873942302241
2021-07-01,35.06159336551837,46.92527283887645,43.94732170904164,55.27099737056153,35.44577093940528,33.34472637638867,25.970872720517104,54.08959806361476,32.2527808668672,38.649103535007555,51.93945743339488,29.414256379071144,22.365427292543792,47.89238558812232,36.323019922041674
2021-07-02,35.37931532390174,47.30335476447604,44.274253418820194,55.6713230084708,35.70403443134835,33.59057711820922,26.166374012750385,54.450528628552654,32.46397496033501,38.90795694328227,52.328306607074786,29.60118245332156,22.576903838375138,48.27950909738906,36.609537131971976
2021-07-03,35.7189729537559,47.62968070926363,44.5678007552694,55.95969255895473,35.932585758152904,33.820124920045956,26.415301015397823,54.70923584585233,32.71463084986588,39.20220970307815,52.59204913885903,29.877190441060517,22.960626950351287,48.658096447512214,36.81728503641733
2021-07-04,35.91566347461088,47.86505210142753,44.70298864309181,56.101804647657154,36.10405888784043,33.9705128296595,26.55272747816464,54.79018707342337,32.81917567768548,39.31952557868069,52.721307288103816,29.999242448568868,23.097328568179964,48.92495050074039,36.98071161903622
2021-07-05,35.992643906393624,47.96092529963357,44.85775218301901,56.19179565290766,36.208195309239265,34.082213767143074,26.62856947937334,54.87160696917514,32.902467268849605,39.44758407782515,52.78975694525796,30.12058107941399,23.19577488255364,49.022573828780324,37.05806735802533
2021-07-06,36.08404605225467,48.071808559910906,44.93425065118679,56.27398146350544,36.31261478030411,34.19772587143945,26.86538044462634,54.965795822866596,32.99759080134762,39.50669598199918,52.866845028288516,30.192288879585163,23.27339191433201,49.14193616502538,37.19819415550184
2021-07-07,36.16108933890519,48.15651003685228,45.0827450079433,56.505164476003706,36.345883887282156,34.35304815888973,26.913641009470396,55.2432315650145,33.103618400463496,39.592702699536964,53.11650431969274,30.451486313066866,23.308160920342093,49.24601846319673,37.33286686266493
2021-07-08,36.327220379731216,48.367681758116944,45.31873012182191,56.7101261177433,36.57211577890134,34.58111370975335,27.087279335732653,55.45287581424278,33.31910511160636,39.850315286952636,53.32699767784765,30.67215938765497,23.44440720900617,49.43674784940124,37.521267785998035
2021-07-09,36.554359155948596,48.60728480687211,45.53411709529068,56.939321933794204,36.738853995406224,34.762684353627236,27.25129029409999,55.66358011331481,33.47511958873788,40.019328719791574,53.55327620919659,30.833293715342982,23.61899327250422,49.72090965209859,37.72785059779204
2021-07-10,36.75075973053379,48.88330731209664,45.729722902516684,57.165768362074445,36.931401901338106,34.95756998506052,27.437885178802247,55.84862407718413,33.665140228619336,40.21190988549502,53.77319288619755,31.02314338152795,23.768268626253885,49.97224759320832,37.9144425353648
2021-07-11,36.97913546540248,49.13599864641022,45.8991829728981,57.32049617785237,37.08450503748859,35.11345263887018,27.6412668455379,55.91338216681994,33.81102829185634,40.3218685248057,53.889105484196016,31.133034109645354,23.963571510814948,50.22991704378044,38.1292712758802
2021-07-12,37.10107490810602,49.28552406718628,46.05501934375151,57.425529759238316,37.228427926428466,35.30537240774283,27.8777886138644,56.03687173171593,33.90414979749551,40.461244884084955,53.97858699362164,31.353614098292034,24.06580544867046,50.41170217451773,38.28786273715234
2021-07-13,37.21173305962664,49.399998609130066,46.23877592561506,57.666956920868884,37.35268347370227,35.462054286961084,27.97121005833554,56.38075949708371,34.08525517284376,40.66326895045316,54.26953066771705,31.53539468743252,24.166260777835056,50.5358178546829,38.436134929721206
2021-07-14,37.39815546412052,49.58470008607144,46.3890757840231,57.82315030984042,37.50158044962411,35.64101366508683,28.122334022365166,56.50539087029858,34.21755455297733,40.77946387174009,54.39647617757798,31.75209473117765,24.36137479789149,50.7438549903566,38.59343047309362
2021-07-15,37.63478386144802,49.84529237331486,46.64293298578769,58.05716143057025,37.710400831152164,35.869417244633574,28.32004631938093,56.706790954200486,34.42568401040021,40.9921514809955,54.633248067081816,31.97569122644254,24.547436240848803,51.03367725676758,38.84303656980437
2021-07-16,37.91234469379563,50.18044810694444,46.89906697345549,58.297681929095496,37.92443389778598,36.08447043319866,28.589710443517312,56.96255417149896,34.622226644197944,41.20231070810111,54.84318580721594,32.143871459294445,24.761033096631277,51.3850151978773,39.06438869900369
