,AL,CA,CO,CT,DE,IL,KY,MD,MI,MN,NJ,NY,OH,OR,WV
North Dakota,0.03368993229037386,0.0,0.0,0.0,0.051385000510474954,0.018261697317290798,0.0,0.07571626659310043,1.1946430768091197e-16,1.1629814998814083e-16,1.2962102882496356e-16,0.013407102003848741,0.0,0.03070762886519821,8.998539218450785e-17
Nebraska,3.510231995287676e-19,1.614589979710421e-17,0.027928962978036428,0.12057793324188332,0.0273044527561701,0.027918163771395024,2.2192128958922824e-17,0.0,0.06279627994229449,0.07027713772054646,9.276025027655805e-05,9.949241421949778e-18,1.0261437082090567e-16,0.03867723630145153,0.0
New Mexico,0.1550259538248127,0.2387918723797021,0.053407677709672405,1.5116473830748985e-17,1.9664716903455837e-17,0.000718759423695365,0.02873169333911173,6.101171235094297e-17,9.189617385105421e-17,4.0137242795363e-16,5.945111674006873e-17,0.022838191651333283,0.0,0.037856684683127834,2.0049509794111768e-17
Nevada,0.0,9.853264913966431e-17,6.353713685786818e-17,0.07884158016966199,0.0,0.030806327029647626,0.01363582063314172,0.01118216610573381,5.570153862745436e-17,6.526897078362737e-17,0.04254166219008071,0.07906316687021554,0.0,0.026157181469455216,1.5074475955695332e-16
Oklahoma,0.0,1.718647654306033e-16,9.60122687454597e-17,1.2905296613303303e-16,0.0,0.045966508187500976,4.492112936511016e-17,0.019115152600925004,0.08278722322853742,0.0,1.6415240821600716e-16,3.057134742048944e-17,0.0,0.02979648899419326,0.0
Pennsylvania,6.843788510950937e-17,0.16878154300984782,0.14246349193574367,0.029058044627934404,0.0,0.0425611999091614,1.3189817937413191e-17,0.0,3.325361895398359e-17,0.0011937887621231696,1.3150191630634732e-16,0.00911029714826241,6.980102565386783e-17,0.04191106099006621,0.0
Rhode Island,1.2503976516493816e-17,5.179717264734412e-16,4.740098215604871e-17,0.0,0.08927078488071422,0.04025539124096583,0.0,0.0,0.01728678169695667,0.1322498528970105,1.5403625171300304e-16,0.0725999240155655,3.6512191689134116e-17,0.03120267092634414,0.01950701264636228
South Carolina,6.576622210889448e-17,2.2578284241059437e-16,0.0,0.01649922888838674,0.2504969261155203,0.0,2.0767526897562653e-17,0.06659391434773904,0.06345591901307464,0.024519894036583497,1.7087035914108202e-16,3.900396310453016e-17,0.061220216730715565,0.023463267460945302,3.6906919577764374e-17
South Dakota,5.334818541390732e-17,0.0,0.0,9.057711172733309e-17,0.05810279046278274,0.035451769287189225,0.03271296531462807,0.025232284144568295,2.695758433585175e-17,0.0,2.79132111573251e-16,0.047617292346767245,6.315429628777361e-17,0.01284128364246521,0.015597243008821978
Tennessee,0.23651405568732745,0.0,0.0,1.3843643173224207e-16,0.05572564328475731,3.60655657039996e-17,0.08034810552820712,1.3796332101928074e-16,0.05271788363572212,3.6694592379743274e-17,0.0,3.786867381783562e-17,0.43311423637161506,0.02477490874121769,0.03324313565153783
Texas,0.0,0.0,3.796070657734071e-17,0.0,1.8700210697255206e-16,0.0397326423791152,0.12746711496825225,0.0,5.960498583902303e-17,0.0,7.391426441313287e-18,0.002432980289915814,3.40203046975454e-17,0.02447324862091096,0.05632753894810936
Utah,0.010780839822404941,0.0,6.480289313654952e-17,0.0,0.0,0.04137623265373935,2.0981503909820118e-17,1.5531265356728716e-17,1.8709700146229812e-16,1.0412843509896236e-16,4.573271581219214e-16,0.08105644180972688,0.0,0.030831299523254103,2.6061848534299215e-16
Virginia,0.15220374662500988,0.4682221741539364,0.22539206404131443,0.0359226703400226,0.0,0.038577408177156505,0.0,0.026152054997388895,3.6272809733544235e-17,5.1878651372860353e-17,0.13062493014381565,2.683454283456868e-17,0.10914011092586309,0.04142530127612064,0.0
Vermont,0.0,4.4068591768446345e-16,0.0,0.14590147757397784,0.08975218156362189,0.03104099542652877,7.659846559723994e-17,0.018763882934296868,0.06021699989234307,0.0916826398815594,1.0956249535137422e-16,4.515619534110755e-18,0.0,0.03957945401173837,0.0
Washington,0.032200394642452335,2.279789185884397e-16,0.22436421387409422,0.15067038146999537,4.2430178423745475e-17,0.04006257151723581,0.0,0.09811510767716497,5.8628772958865684e-05,0.006392098286947168,0.23192911897202992,0.05787277812267253,0.0,0.022366193083056658,1.1100536180357057e-16
Wisconsin,0.033951860114754914,2.6650710575560775e-16,0.03712649808955996,0.08030580020444646,0.0,0.043319077443000044,8.736937512603602e-17,0.04371282051898324,0.039612721465967234,0.11240309381548515,0.10807207789556866,0.04588232487966425,0.0,0.04001056297830356,8.368003452686585e-17
Wyoming,8.963452522198277e-18,0.1242044104565137,0.06887697698371283,0.0,6.444404704121368e-05,0.04088683009273,6.183894691459236e-17,0.0,0.11300899128599713,0.08289003219008764,0.0,0.01681964229873479,0.0,0.036000878799098725,1.4257581714106297e-16
