,AL,CA,CO,CT,DE,IL,KY,MD,MI,MN,NJ,NY,OH,OR,WV
Montana,0.1283836359382835,8.673617379884035e-19,0.0008031160191451332,9.677833855875555e-18,5.586351693731562e-17,1.2573553259105507e-18,0.036054719023931016,3.092414416826989e-17,0.0663844496207876,1.5935365867091477e-16,0.0,4.225993642317182e-18,0.09702048011344544,1.6261244349821872e-16,0.0
North Carolina,6.739987574920341e-17,0.01091016816796385,6.522587946815994e-17,0.0,3.365251381088497e-17,0.013998401362430775,8.719705908897665e-18,0.0,2.3687835408248425e-17,8.370102190691307e-17,6.16051561686458e-17,7.5298469690975e-17,0.09123319871466835,0.0,1.8972431599399754e-17
North Dakota,0.05933165272088587,0.06499595364069448,0.004576648152766865,6.306572097968987e-17,0.07133293889260717,0.023346912103760477,0.0,0.0,0.0,8.248035733838243e-18,2.2129380935592808e-16,0.023276360939194985,2.6727716369347846e-16,0.0,3.888897667433944e-17
Nebraska,0.0,0.015593478125762566,0.07979760111500044,0.17449008908813013,0.018451923882363726,0.02390238831661016,4.0761534892966394e-17,1.8180916938153708e-16,2.8424661713360996e-17,0.043653576012350696,0.08715739118414549,8.823626397144135e-17,0.058021054755792646,0.0,0.0
New Mexico,0.18518381471073014,0.0131117407703259,0.01128732462191185,0.0,0.04960431728777245,0.005224476223828912,0.009416785992702851,0.0,1.5195882470437982e-16,3.601599347689362e-17,0.0,0.03993333498358023,2.012259760986264e-16,0.574135951223058,0.08434516993165171
Nevada,0.0,0.0699137401161758,0.0,2.2003850519087806e-16,0.026775314323178694,0.038788929750236054,0.012094054153886086,0.07671612735466041,0.026734555329235826,0.009108301086718703,0.00334353121056761,0.04886039877837984,0.0,4.423744182494113e-17,0.0
Oklahoma,3.274739811925717e-18,0.012203702830941437,0.0,3.052497494274444e-16,3.5077328411695086e-17,0.04155444528980172,3.942302684945388e-18,0.01083407065434009,0.13572889818060055,2.248115623167951e-17,5.649118564748546e-17,5.266627946696361e-18,2.2832894746181346e-16,0.0,0.0
Pennsylvania,7.24146024395191e-18,0.034090419930452455,0.11029656762585267,0.0,0.0,0.04048262306584124,0.054292970287265756,1.5517029414738646e-17,0.0,0.013628372696027792,0.03255996519765609,0.026410373913011636,2.047957458166493e-17,2.9702599838554113e-18,0.007084266380626474
Rhode Island,0.0,0.02552655636883471,0.0,3.408186496125973e-17,0.09639404356258714,0.04039522040230821,0.06438833911869206,1.4140383337768199e-18,0.2511326497237074,0.06150708887018193,1.6966485417317217e-16,0.05082724512939672,6.571651792245449e-17,0.0,0.03604092570158563
South Carolina,0.0,0.026993400906311606,6.595496446277639e-17,0.0,0.2185523054781439,8.739864214468936e-18,0.007099300610886944,0.07221862922011792,0.06772519124051449,0.10126867048252793,0.015609460614454774,2.148019616545164e-17,0.12062847471467861,0.0,0.016092413575066553
South Dakota,4.413979661444083e-18,0.005915901689322638,0.0,4.7546040468836505e-17,0.028698833100832228,0.03604615313785373,0.021024730871243902,0.01398648523760078,0.0,4.239254918635734e-17,1.2922520964557513e-16,0.03936826257253239,2.9679955466596443e-16,2.397145288530108e-16,0.0018573722188955756
Tennessee,0.22237873701637573,0.0029695169932643594,0.0,1.7714893972812912e-16,0.04063024161304432,2.0824254626525277e-17,1.394416917169826e-17,0.0,5.950189547756975e-17,6.92968589497871e-19,4.9612475390094483e-17,3.459511431491687e-17,0.6055442205967718,2.678360218089148e-16,3.895673931011978e-17
Texas,0.0,0.006243583894246158,1.1236315647918753e-16,0.0,0.0,0.03851714872620182,0.06881923849176713,8.127514625459744e-17,7.165114878949616e-17,1.4667353731643417e-16,0.0,0.014747811727021228,1.7723283454674143e-16,4.9921151742060564e-17,0.030267532171653847
Utah,2.96617470962414e-17,0.03592311198647997,0.0,0.0,1.7679419905857526e-16,0.04540585094569757,2.7445155218069083e-17,2.006186508468571e-18,5.771737401597886e-17,4.774039011209556e-17,5.765702141732812e-17,0.09299742204111164,2.473153294546301e-16,0.0,2.7384792490865955e-16
Virginia,0.1614339800091871,0.011603576038555028,0.23500500454014095,0.049665937663429575,0.0,0.03708668032686908,7.058964021616727e-18,0.007233575910353087,2.752058990140979e-17,1.3809987707084225e-16,0.09696020216510362,2.6741227840380328e-17,0.01847307754993676,0.2562405948931206,3.6687794119878975e-16
Vermont,2.4969873231141272e-17,0.010056546162517704,0.025644420944622316,0.0,0.06719428738843555,0.026721468605663226,2.1498291192700297e-17,0.00785653051635383,0.006175557207739939,0.027293174174387966,0.09231508265492942,3.7908437829823946e-17,2.1876004329302435e-18,0.0,0.02737000425871027
Washington,0.0004527081529342624,0.0501200157355035,0.19883938171094406,0.11262246969802099,0.0,0.04057511379799952,0.09617265698001552,0.1347935055270347,0.020916601448499786,0.03343889101349365,0.2758380831845212,0.054670109656440403,5.160394599514776e-17,0.0,1.3124298474691503e-16
Wisconsin,4.499624208981679e-17,0.06794243072711295,0.04201019014892864,0.10131987344356425,0.0,0.042629102873019555,0.017268132203471787,0.025340681263460025,0.011322419346244604,0.20316753664515574,0.0,0.028891887230173406,0.0,0.006925792964066114,6.073565044992235e-17
Wyoming,0.0,0.019516567282409546,0.0665087733685225,2.922189554286511e-17,0.020745929900287903,0.036951291795115276,0.05569388295595816,4.786337456570129e-17,0.05776954128511077,0.12597748546501977,0.0,0.02472922107075873,0.0,0.0,0.013726168220172634
