cnty_fips,display_name,Value,theme_range
1101,"""Montgomery, (AL)""",36.2,34.4 - 37.1 (632)
1103,"""Morgan, (AL)""",37.2,37.2 - 40.4 (640)
1105,"""Perry, (AL)""",40.6,40.5 - 55.6 (641)
1107,"""Pickens, (AL)""",37.8,37.2 - 40.4 (640)
1109,"""Pike, (AL)""",36.9,34.4 - 37.1 (632)
1111,"""Randolph, (AL)""",42.9,40.5 - 55.6 (641)
1113,"""Russell, (AL)""",40.5,40.5 - 55.6 (641)
1115,"""St. Clair, (AL)""",41.8,40.5 - 55.6 (641)
1117,"""Shelby, (AL)""",38.7,37.2 - 40.4 (640)
1119,"""Sumter, (AL)""",34.3,31.1 - 34.3 (658)
1121,"""Talladega, (AL)""",42.3,40.5 - 55.6 (641)
1123,"""Tallapoosa, (AL)""",49.3,40.5 - 55.6 (641)
1125,"""Tuscaloosa, (AL)""",37.8,37.2 - 40.4 (640)
1127,"""Walker, (AL)""",47.7,40.5 - 55.6 (641)
1129,"""Washington, (AL)""",43.1,40.5 - 55.6 (641)
1131,"""Wilcox, (AL)""",37.2,37.2 - 40.4 (640)
1133,"""Winston, (AL)""",43.9,40.5 - 55.6 (641)
2013,"""Aleutians East, (AK)""",28.4,13.1 - 31.0 (652)
2016,"""Aleutians West, (AK)""",26.4,13.1 - 31.0 (652)
2020,"""Anchorage, (AK)""",26.6,13.1 - 31.0 (652)
2050,"""Bethel, (AK)""",19,13.1 - 31.0 (652)
2060,"""Bristol Bay, (AK)""",34.9,34.4 - 37.1 (632)
2068,"""Denali, (AK)""",23,13.1 - 31.0 (652)
2070,"""Dillingham, (AK)""",22.5,13.1 - 31.0 (652)
2090,"""Fairbanks North Star, (AK)""",26.5,13.1 - 31.0 (652)
2100,"""Haines, (AK)""",28.3,13.1 - 31.0 (652)
2105,"""Hoonah-Angoon, (AK)""",21.4,13.1 - 31.0 (652)
2110,"""Juneau, (AK)""",24.9,13.1 - 31.0 (652)
2122,"""Kenai Peninsula, (AK)""",29.5,13.1 - 31.0 (652)
2130,"""Ketchikan Gateway, (AK)""",27.7,13.1 - 31.0 (652)
2150,"""Kodiak Island, (AK)""",24.4,13.1 - 31.0 (652)
2158,"""Kusilvak, (AK)""",23.7,13.1 - 31.0 (652)
2164,"""Lake and Peninsula, (AK)""",25.3,13.1 - 31.0 (652)
2170,"""Matanuska-Susitna, (AK)""",28.1,13.1 - 31.0 (652)
2180,"""Nome, (AK)""",28.1,13.1 - 31.0 (652)
2185,"""North Slope, (AK)""",33.9,31.1 - 34.3 (658)
2188,"""Northwest Arctic, (AK)""",38.1,37.2 - 40.4 (640)
2195,"""Petersburg, (AK)""",28.2,13.1 - 31.0 (652)
2198,"""Prince of Wales-Hyder, (AK)""",29.9,13.1 - 31.0 (652)
2220,"""Sitka, (AK)""",26.2,13.1 - 31.0 (652)
2230,"""Skagway, (AK)""",30.1,13.1 - 31.0 (652)
2240,"""Southeast Fairbanks, (AK)""",27.6,13.1 - 31.0 (652)
2261,"""Valdez-Cordova, (AK)""",27,13.1 - 31.0 (652)
2275,"""Wrangell, (AK)""",31.7,31.1 - 34.3 (658)
2282,"""Yakutat, (AK)""",32.4,31.1 - 34.3 (658)
2290,"""Yukon-Koyukuk, (AK)""",29.8,13.1 - 31.0 (652)
4001,"""Apache, (AZ)""",25,13.1 - 31.0 (652)
4003,"""Cochise, (AZ)""",32,31.1 - 34.3 (658)
4005,"""Coconino, (AZ)""",25.3,13.1 - 31.0 (652)
4007,"""Gila, (AZ)""",33,31.1 - 34.3 (658)
4009,"""Graham, (AZ)""",27.7,13.1 - 31.0 (652)
4011,"""Greenlee, (AZ)""",27.8,13.1 - 31.0 (652)
4012,"""La Paz, (AZ)""",34.2,31.1 - 34.3 (658)
4013,"""Maricopa, (AZ)""",33.4,31.1 - 34.3 (658)
4015,"""Mohave, (AZ)""",35.3,34.4 - 37.1 (632)
4017,"""Navajo, (AZ)""",27.7,13.1 - 31.0 (652)
4019,"""Pima, (AZ)""",29.9,13.1 - 31.0 (652)
4021,"""Pinal, (AZ)""",33.9,31.1 - 34.3 (658)
4023,"""Santa Cruz, (AZ)""",23.2,13.1 - 31.0 (652)
4025,"""Yavapai, (AZ)""",30.8,13.1 - 31.0 (652)
4027,"""Yuma, (AZ)""",35.9,34.4 - 37.1 (632)
5001,"""Arkansas, (AR)""",40.4,37.2 - 40.4 (640)
5003,"""Ashley, (AR)""",48.2,40.5 - 55.6 (641)
5005,"""Baxter, (AR)""",31.9,31.1 - 34.3 (658)
5007,"""Benton, (AR)""",42.3,40.5 - 55.6 (641)
5009,"""Boone, (AR)""",35.5,34.4 - 37.1 (632)
5011,"""Bradley, (AR)""",49.5,40.5 - 55.6 (641)
5013,"""Calhoun, (AR)""",47,40.5 - 55.6 (641)
5015,"""Carroll, (AR)""",32.3,31.1 - 34.3 (658)
5017,"""Chicot, (AR)""",43.8,40.5 - 55.6 (641)
5019,"""Clark, (AR)""",35.8,34.4 - 37.1 (632)
5021,"""Clay, (AR)""",38.3,37.2 - 40.4 (640)
5023,"""Cleburne, (AR)""",37.1,34.4 - 37.1 (632)
5025,"""Cleveland, (AR)""",46,40.5 - 55.6 (641)
5027,"""Columbia, (AR)""",42.6,40.5 - 55.6 (641)
5029,"""Conway, (AR)""",39.5,37.2 - 40.4 (640)
5031,"""Craighead, (AR)""",36,34.4 - 37.1 (632)
5033,"""Crawford, (AR)""",39.5,37.2 - 40.4 (640)
5035,"""Crittenden, (AR)""",39.9,37.2 - 40.4 (640)
5037,"""Cross, (AR)""",40.3,37.2 - 40.4 (640)
5039,"""Dallas, (AR)""",42.8,40.5 - 55.6 (641)
5041,"""Desha, (AR)""",46.4,40.5 - 55.6 (641)
5043,"""Drew, (AR)""",45.2,40.5 - 55.6 (641)
5045,"""Faulkner, (AR)""",39.1,37.2 - 40.4 (640)
5047,"""Franklin, (AR)""",38.4,37.2 - 40.4 (640)
5049,"""Fulton, (AR)""",38.4,37.2 - 40.4 (640)
5051,"""Garland, (AR)""",40,37.2 - 40.4 (640)
5053,"""Grant, (AR)""",45.5,40.5 - 55.6 (641)
5055,"""Greene, (AR)""",37.9,37.2 - 40.4 (640)
5057,"""Hempstead, (AR)""",42.2,40.5 - 55.6 (641)
5059,"""Hot Spring, (AR)""",46.3,40.5 - 55.6 (641)
5061,"""Howard, (AR)""",39.6,37.2 - 40.4 (640)
5063,"""Independence, (AR)""",43.5,40.5 - 55.6 (641)
5065,"""Izard, (AR)""",37.3,37.2 - 40.4 (640)
5067,"""Jackson, (AR)""",42.8,40.5 - 55.6 (641)
5069,"""Jefferson, (AR)""",44,40.5 - 55.6 (641)
5071,"""Johnson, (AR)""",37.2,37.2 - 40.4 (640)
5073,"""Lafayette, (AR)""",42.5,40.5 - 55.6 (641)
5075,"""Lawrence, (AR)""",39.9,37.2 - 40.4 (640)
5077,"""Lee, (AR)""",39.7,37.2 - 40.4 (640)
5079,"""Lincoln, (AR)""",49,40.5 - 55.6 (641)
5081,"""Little River, (AR)""",43.7,40.5 - 55.6 (641)
5083,"""Logan, (AR)""",38.9,37.2 - 40.4 (640)
5085,"""Lonoke, (AR)""",41.1,40.5 - 55.6 (641)
5087,"""Madison, (AR)""",35.8,34.4 - 37.1 (632)
5089,"""Marion, (AR)""",31.2,31.1 - 34.3 (658)
5091,"""Miller, (AR)""",41.8,40.5 - 55.6 (641)
5093,"""Mississippi, (AR)""",38.9,37.2 - 40.4 (640)
5095,"""Monroe, (AR)""",40.6,40.5 - 55.6 (641)
5097,"""Montgomery, (AR)""",39.6,37.2 - 40.4 (640)
5099,"""Nevada, (AR)""",41.9,40.5 - 55.6 (641)
5101,"""Newton, (AR)""",30.7,13.1 - 31.0 (652)
5103,"""Ouachita, (AR)""",41.7,40.5 - 55.6 (641)
5105,"""Perry, (AR)""",41.1,40.5 - 55.6 (641)
5107,"""Phillips, (AR)""",40,37.2 - 40.4 (640)
5109,"""Pike, (AR)""",42.5,40.5 - 55.6 (641)
5111,"""Poinsett, (AR)""",39,37.2 - 40.4 (640)
5113,"""Polk, (AR)""",37.8,37.2 - 40.4 (640)
5115,"""Pope, (AR)""",41.8,40.5 - 55.6 (641)
5117,"""Prairie, (AR)""",42,40.5 - 55.6 (641)
5119,"""Pulaski, (AR)""",36.7,34.4 - 37.1 (632)
5121,"""Randolph, (AR)""",35.7,34.4 - 37.1 (632)
5123,"""St. Francis, (AR)""",39.6,37.2 - 40.4 (640)
5125,"""Saline, (AR)""",41.1,40.5 - 55.6 (641)
5127,"""Scott, (AR)""",40.6,40.5 - 55.6 (641)
5129,"""Searcy, (AR)""",34.5,34.4 - 37.1 (632)
5131,"""Sebastian, (AR)""",37.6,37.2 - 40.4 (640)
5133,"""Sevier, (AR)""",41.8,40.5 - 55.6 (641)
5135,"""Sharp, (AR)""",40.6,40.5 - 55.6 (641)
5137,"""Stone, (AR)""",46.3,40.5 - 55.6 (641)
5139,"""Union, (AR)""",41.2,40.5 - 55.6 (641)
5141,"""Van Buren, (AR)""",36.5,34.4 - 37.1 (632)
5143,"""Washington, (AR)""",34.1,31.1 - 34.3 (658)
5145,"""White, (AR)""",41.4,40.5 - 55.6 (641)
5147,"""Woodruff, (AR)""",44.8,40.5 - 55.6 (641)
5149,"""Yell, (AR)""",45.6,40.5 - 55.6 (641)
6001,"""Alameda, (CA)""",28,13.1 - 31.0 (652)
6003,"""Alpine, (CA)""",22,13.1 - 31.0 (652)
6005,"""Amador, (CA)""",30.5,13.1 - 31.0 (652)
6007,"""Butte, (CA)""",29.9,13.1 - 31.0 (652)
6009,"""Calaveras, (CA)""",30.5,13.1 - 31.0 (652)
6011,"""Colusa, (CA)""",28,13.1 - 31.0 (652)
6013,"""Contra Costa, (CA)""",27.6,13.1 - 31.0 (652)
6015,"""Del Norte, (CA)""",33.1,31.1 - 34.3 (658)
6017,"""El Dorado, (CA)""",28.8,13.1 - 31.0 (652)
6019,"""Fresno, (CA)""",35.9,34.4 - 37.1 (632)
6021,"""Glenn, (CA)""",28.4,13.1 - 31.0 (652)
6023,"""Humboldt, (CA)""",29,13.1 - 31.0 (652)
6025,"""Imperial, (CA)""",34.5,34.4 - 37.1 (632)
6027,"""Inyo, (CA)""",26.4,13.1 - 31.0 (652)
6029,"""Kern, (CA)""",43.3,40.5 - 55.6 (641)
6031,"""Kings, (CA)""",40.9,40.5 - 55.6 (641)
6033,"""Lake, (CA)""",35.6,34.4 - 37.1 (632)
6035,"""Lassen, (CA)""",31.6,31.1 - 34.3 (658)
6037,"""Los Angeles, (CA)""",39.4,37.2 - 40.4 (640)
6039,"""Madera, (CA)""",37.5,37.2 - 40.4 (640)
6041,"""Marin, (CA)""",28.5,13.1 - 31.0 (652)
6043,"""Mariposa, (CA)""",33.8,31.1 - 34.3 (658)
6045,"""Mendocino, (CA)""",25.7,13.1 - 31.0 (652)
6047,"""Merced, (CA)""",39.9,37.2 - 40.4 (640)
6049,"""Modoc, (CA)""",30.2,13.1 - 31.0 (652)
6051,"""Mono, (CA)""",22.5,13.1 - 31.0 (652)
6053,"""Monterey, (CA)""",29,13.1 - 31.0 (652)
6055,"""Napa, (CA)""",32.6,31.1 - 34.3 (658)
6057,"""Nevada, (CA)""",27.9,13.1 - 31.0 (652)
6059,"""Orange, (CA)""",34.2,31.1 - 34.3 (658)
6061,"""Placer, (CA)""",29.5,13.1 - 31.0 (652)
6063,"""Plumas, (CA)""",26.5,13.1 - 31.0 (652)
6065,"""Riverside, (CA)""",35.4,34.4 - 37.1 (632)
6067,"""Sacramento, (CA)""",30.2,13.1 - 31.0 (652)
6069,"""San Benito, (CA)""",30.2,13.1 - 31.0 (652)
6071,"""San Bernardino, (CA)""",36.9,34.4 - 37.1 (632)
6073,"""San Diego, (CA)""",30.9,13.1 - 31.0 (652)
6075,"""San Francisco, (CA)""",24.3,13.1 - 31.0 (652)
6077,"""San Joaquin, (CA)""",35.4,34.4 - 37.1 (632)
6079,"""San Luis Obispo, (CA)""",29.1,13.1 - 31.0 (652)
6081,"""San Mateo, (CA)""",25.7,13.1 - 31.0 (652)
6083,"""Santa Barbara, (CA)""",28.7,13.1 - 31.0 (652)
6085,"""Santa Clara, (CA)""",27.7,13.1 - 31.0 (652)
6087,"""Santa Cruz, (CA)""",25.7,13.1 - 31.0 (652)
6089,"""Shasta, (CA)""",31.2,31.1 - 34.3 (658)
6091,"""Sierra, (CA)""",25.1,13.1 - 31.0 (652)
6093,"""Siskiyou, (CA)""",27.7,13.1 - 31.0 (652)
6095,"""Solano, (CA)""",26.5,13.1 - 31.0 (652)
6097,"""Sonoma, (CA)""",30.9,13.1 - 31.0 (652)
6099,"""Stanislaus, (CA)""",35.3,34.4 - 37.1 (632)
6101,"""Sutter, (CA)""",40.3,37.2 - 40.4 (640)
6103,"""Tehama, (CA)""",29.7,13.1 - 31.0 (652)
6105,"""Trinity, (CA)""",29.7,13.1 - 31.0 (652)
6107,"""Tulare, (CA)""",38.1,37.2 - 40.4 (640)
6109,"""Tuolumne, (CA)""",28.1,13.1 - 31.0 (652)
6111,"""Ventura, (CA)""",35,34.4 - 37.1 (632)
6113,"""Yolo, (CA)""",27,13.1 - 31.0 (652)
6115,"""Yuba, (CA)""",39.1,37.2 - 40.4 (640)
8001,"""Adams, (CO)""",31.1,31.1 - 34.3 (658)
8003,"""Alamosa, (CO)""",24.5,13.1 - 31.0 (652)
8005,"""Arapahoe, (CO)""",31.2,31.1 - 34.3 (658)
8007,"""Archuleta, (CO)""",23.8,13.1 - 31.0 (652)
8009,"""Baca, (CO)""",32.7,31.1 - 34.3 (658)
8011,"""Bent, (CO)""",33.8,31.1 - 34.3 (658)
8013,"""Boulder, (CO)""",31.6,31.1 - 34.3 (658)
8014,"""Broomfield, (CO)""",30.9,13.1 - 31.0 (652)
8015,"""Chaffee, (CO)""",24.3,13.1 - 31.0 (652)
8017,"""Cheyenne, (CO)""",27.7,13.1 - 31.0 (652)
8019,"""Clear Creek, (CO)""",25,13.1 - 31.0 (652)
8021,"""Conejos, (CO)""",25.9,13.1 - 31.0 (652)
8023,"""Costilla, (CO)""",23.1,13.1 - 31.0 (652)
8025,"""Crowley, (CO)""",32.1,31.1 - 34.3 (658)
8027,"""Custer, (CO)""",22.8,13.1 - 31.0 (652)
8029,"""Delta, (CO)""",24.7,13.1 - 31.0 (652)
8031,"""Denver, (CO)""",27.5,13.1 - 31.0 (652)
8033,"""Dolores, (CO)""",25.8,13.1 - 31.0 (652)
8035,"""Douglas, (CO)""",31.4,31.1 - 34.3 (658)
8037,"""Eagle, (CO)""",25.5,13.1 - 31.0 (652)
8039,"""Elbert, (CO)""",30.6,13.1 - 31.0 (652)
8041,"""El Paso, (CO)""",30,13.1 - 31.0 (652)
8043,"""Fremont, (CO)""",28.5,13.1 - 31.0 (652)
8045,"""Garfield, (CO)""",27.6,13.1 - 31.0 (652)
8047,"""Gilpin, (CO)""",25.6,13.1 - 31.0 (652)
8049,"""Grand, (CO)""",24.7,13.1 - 31.0 (652)
8051,"""Gunnison, (CO)""",23.5,13.1 - 31.0 (652)
8053,"""Hinsdale, (CO)""",28,13.1 - 31.0 (652)
8055,"""Huerfano, (CO)""",31.4,31.1 - 34.3 (658)
8057,"""Jackson, (CO)""",28.3,13.1 - 31.0 (652)
8059,"""Jefferson, (CO)""",29.4,13.1 - 31.0 (652)
8061,"""Kiowa, (CO)""",32.7,31.1 - 34.3 (658)
8063,"""Kit Carson, (CO)""",25,13.1 - 31.0 (652)
8065,"""Lake, (CO)""",23.1,13.1 - 31.0 (652)
8067,"""La Plata, (CO)""",25.8,13.1 - 31.0 (652)
8069,"""Larimer, (CO)""",27.2,13.1 - 31.0 (652)
8071,"""Las Animas, (CO)""",24.5,13.1 - 31.0 (652)
8073,"""Lincoln, (CO)""",31.7,31.1 - 34.3 (658)
8075,"""Logan, (CO)""",30.1,13.1 - 31.0 (652)
8077,"""Mesa, (CO)""",23.7,13.1 - 31.0 (652)
8079,"""Mineral, (CO)""",26.4,13.1 - 31.0 (652)
8081,"""Moffat, (CO)""",28.3,13.1 - 31.0 (652)
8083,"""Montezuma, (CO)""",25.8,13.1 - 31.0 (652)
8085,"""Montrose, (CO)""",23.5,13.1 - 31.0 (652)
8087,"""Morgan, (CO)""",30.9,13.1 - 31.0 (652)
8089,"""Otero, (CO)""",31.1,31.1 - 34.3 (658)
8091,"""Ouray, (CO)""",18,13.1 - 31.0 (652)
8093,"""Park, (CO)""",29.2,13.1 - 31.0 (652)
8095,"""Phillips, (CO)""",31,13.1 - 31.0 (652)
8097,"""Pitkin, (CO)""",31.5,31.1 - 34.3 (658)
8099,"""Prowers, (CO)""",32.7,31.1 - 34.3 (658)
8101,"""Pueblo, (CO)""",28.4,13.1 - 31.0 (652)
8103,"""Rio Blanco, (CO)""",27.8,13.1 - 31.0 (652)
8105,"""Rio Grande, (CO)""",26.1,13.1 - 31.0 (652)
8107,"""Routt, (CO)""",23.2,13.1 - 31.0 (652)
8109,"""Saguache, (CO)""",23.6,13.1 - 31.0 (652)
8111,"""San Juan, (CO)""",25.3,13.1 - 31.0 (652)
8113,"""San Miguel, (CO)""",19.5,13.1 - 31.0 (652)
8115,"""Sedgwick, (CO)""",29.8,13.1 - 31.0 (652)
8117,"""Summit, (CO)""",21.4,13.1 - 31.0 (652)
8119,"""Teller, (CO)""",27.8,13.1 - 31.0 (652)
8121,"""Washington, (CO)""",29,13.1 - 31.0 (652)
8123,"""Weld, (CO)""",30.1,13.1 - 31.0 (652)
8125,"""Yuma, (CO)""",30.2,13.1 - 31.0 (652)
9001,"""Fairfield, (CT)""",31.2,31.1 - 34.3 (658)
9003,"""Hartford, (CT)""",33.4,31.1 - 34.3 (658)
9005,"""Litchfield, (CT)""",32.3,31.1 - 34.3 (658)
9007,"""Middlesex, (CT)""",33.3,31.1 - 34.3 (658)
9009,"""New Haven, (CT)""",34.4,34.4 - 37.1 (632)
9011,"""New London, (CT)""",34.9,34.4 - 37.1 (632)
9013,"""Tolland, (CT)""",33.5,31.1 - 34.3 (658)
9015,"""Windham, (CT)""",35.8,34.4 - 37.1 (632)
10001,"""Kent, (DE)""",37.3,37.2 - 40.4 (640)
10003,"""New Castle, (DE)""",34,31.1 - 34.3 (658)
10005,"""Sussex, (DE)""",38.9,37.2 - 40.4 (640)
11001,"""District of Columbia, (DC)""",29.6,13.1 - 31.0 (652)
12001,"""Alachua, (FL)""",33.2,31.1 - 34.3 (658)
12003,"""Baker, (FL)""",47.6,40.5 - 55.6 (641)
12005,"""Bay, (FL)""",42.7,40.5 - 55.6 (641)
12007,"""Bradford, (FL)""",41.8,40.5 - 55.6 (641)
12009,"""Brevard, (FL)""",40,37.2 - 40.4 (640)
12011,"""Broward, (FL)""",39.9,37.2 - 40.4 (640)
12013,"""Calhoun, (FL)""",43.6,40.5 - 55.6 (641)
12015,"""Charlotte, (FL)""",44.1,40.5 - 55.6 (641)
12017,"""Citrus, (FL)""",41.9,40.5 - 55.6 (641)
12019,"""Clay, (FL)""",42.3,40.5 - 55.6 (641)
12021,"""Collier, (FL)""",38.7,37.2 - 40.4 (640)
12023,"""Columbia, (FL)""",41.9,40.5 - 55.6 (641)
12027,"""DeSoto, (FL)""",47.9,40.5 - 55.6 (641)
12029,"""Dixie, (FL)""",38.6,37.2 - 40.4 (640)
12031,"""Duval, (FL)""",41.6,40.5 - 55.6 (641)
12033,"""Escambia, (FL)""",38.4,37.2 - 40.4 (640)
12035,"""Flagler, (FL)""",39.6,37.2 - 40.4 (640)
12037,"""Franklin, (FL)""",45,40.5 - 55.6 (641)
12039,"""Gadsden, (FL)""",35.3,34.4 - 37.1 (632)
12041,"""Gilchrist, (FL)""",37.7,37.2 - 40.4 (640)
12043,"""Glades, (FL)""",48,40.5 - 55.6 (641)
12045,"""Gulf, (FL)""",43.9,40.5 - 55.6 (641)
12047,"""Hamilton, (FL)""",39.2,37.2 - 40.4 (640)
12049,"""Hardee, (FL)""",47.4,40.5 - 55.6 (641)
12051,"""Hendry, (FL)""",40.3,37.2 - 40.4 (640)
12053,"""Hernando, (FL)""",48.1,40.5 - 55.6 (641)
12055,"""Highlands, (FL)""",45.6,40.5 - 55.6 (641)
12057,"""Hillsborough, (FL)""",40.7,40.5 - 55.6 (641)
12059,"""Holmes, (FL)""",43.1,40.5 - 55.6 (641)
12061,"""Indian River, (FL)""",39,37.2 - 40.4 (640)
12063,"""Jackson, (FL)""",41.9,40.5 - 55.6 (641)
12065,"""Jefferson, (FL)""",31.8,31.1 - 34.3 (658)
12067,"""Lafayette, (FL)""",43.5,40.5 - 55.6 (641)
12069,"""Lake, (FL)""",45.6,40.5 - 55.6 (641)
12071,"""Lee, (FL)""",38.5,37.2 - 40.4 (640)
12073,"""Leon, (FL)""",34.7,34.4 - 37.1 (632)
12075,"""Levy, (FL)""",37.9,37.2 - 40.4 (640)
12077,"""Liberty, (FL)""",50.1,40.5 - 55.6 (641)
12079,"""Madison, (FL)""",39.7,37.2 - 40.4 (640)
12081,"""Manatee, (FL)""",40.3,37.2 - 40.4 (640)
12083,"""Marion, (FL)""",45.5,40.5 - 55.6 (641)
12085,"""Martin, (FL)""",38.1,37.2 - 40.4 (640)
12086,"""Miami-Dade, (FL)""",44.5,40.5 - 55.6 (641)
12087,"""Monroe, (FL)""",34,31.1 - 34.3 (658)
12089,"""Nassau, (FL)""",38.2,37.2 - 40.4 (640)
12091,"""Okaloosa, (FL)""",38.3,37.2 - 40.4 (640)
12093,"""Okeechobee, (FL)""",51.5,40.5 - 55.6 (641)
12095,"""Orange, (FL)""",41.8,40.5 - 55.6 (641)
12097,"""Osceola, (FL)""",42.2,40.5 - 55.6 (641)
12099,"""Palm Beach, (FL)""",42.6,40.5 - 55.6 (641)
12101,"""Pasco, (FL)""",44.4,40.5 - 55.6 (641)
12103,"""Pinellas, (FL)""",39.8,37.2 - 40.4 (640)
12105,"""Polk, (FL)""",41.5,40.5 - 55.6 (641)
12107,"""Putnam, (FL)""",44.9,40.5 - 55.6 (641)
12109,"""St. Johns, (FL)""",39,37.2 - 40.4 (640)
12111,"""St. Lucie, (FL)""",43.4,40.5 - 55.6 (641)
12113,"""Santa Rosa, (FL)""",40.2,37.2 - 40.4 (640)
12115,"""Sarasota, (FL)""",38.1,37.2 - 40.4 (640)
12117,"""Seminole, (FL)""",42,40.5 - 55.6 (641)
12119,"""Sumter, (FL)""",44.3,40.5 - 55.6 (641)
12121,"""Suwannee, (FL)""",41.7,40.5 - 55.6 (641)
12123,"""Taylor, (FL)""",38.8,37.2 - 40.4 (640)
12125,"""Union, (FL)""",42.8,40.5 - 55.6 (641)
12127,"""Volusia, (FL)""",38.9,37.2 - 40.4 (640)
12129,"""Wakulla, (FL)""",34.3,31.1 - 34.3 (658)
12131,"""Walton, (FL)""",41.5,40.5 - 55.6 (641)
12133,"""Washington, (FL)""",43.9,40.5 - 55.6 (641)
13001,"""Appling, (GA)""",38.6,37.2 - 40.4 (640)
13003,"""Atkinson, (GA)""",44,40.5 - 55.6 (641)
13005,"""Bacon, (GA)""",48.2,40.5 - 55.6 (641)
13007,"""Baker, (GA)""",29.1,13.1 - 31.0 (652)
13009,"""Baldwin, (GA)""",38.4,37.2 - 40.4 (640)
13011,"""Banks, (GA)""",37.7,37.2 - 40.4 (640)
13013,"""Barrow, (GA)""",38.2,37.2 - 40.4 (640)
13015,"""Bartow, (GA)""",40.3,37.2 - 40.4 (640)
13017,"""Ben Hill, (GA)""",37.1,34.4 - 37.1 (632)
13019,"""Berrien, (GA)""",36.6,34.4 - 37.1 (632)
13021,"""Bibb, (GA)""",37.6,37.2 - 40.4 (640)
13023,"""Bleckley, (GA)""",40,37.2 - 40.4 (640)
13025,"""Brantley, (GA)""",40,37.2 - 40.4 (640)
13027,"""Brooks, (GA)""",40,37.2 - 40.4 (640)
13029,"""Bryan, (GA)""",34.5,34.4 - 37.1 (632)
13031,"""Bulloch, (GA)""",39.5,37.2 - 40.4 (640)
13033,"""Burke, (GA)""",33.1,31.1 - 34.3 (658)
13035,"""Butts, (GA)""",33.9,31.1 - 34.3 (658)
13037,"""Calhoun, (GA)""",29.7,13.1 - 31.0 (652)
13039,"""Camden, (GA)""",34.5,34.4 - 37.1 (632)
13043,"""Candler, (GA)""",37.6,37.2 - 40.4 (640)
13045,"""Carroll, (GA)""",37.4,37.2 - 40.4 (640)
